protocol,src-address,src-port,dst-address,dst-port,flow,service,tcp-state,resolved,mark,cc,asn,threat,description,modified,validation
udp,103.135.6.222,52150,142.251.175.94,443,OUT.bound,https,,www.gstatic.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,103.135.6.222,61528,64.233.170.101,443,OUT.bound,https,,,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,56599,74.125.200.119,443,OUT.bound,https,,i.ytimg.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,56599,74.125.200.119,443,OUT.bound,https,,play-lh.googleusercontent.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,62763,74.125.130.95,443,OUT.bound,https,,youtubei.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,62763,74.125.130.95,443,OUT.bound,https,,playstoregatewayadapter-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,62763,74.125.130.95,443,OUT.bound,https,,peoplestack-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,62763,74.125.130.95,443,OUT.bound,https,,accountcapabilities-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,62763,74.125.130.95,443,OUT.bound,https,,photosdata-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,62763,74.125.130.95,443,OUT.bound,https,,content-autofill.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,62763,74.125.130.95,443,OUT.bound,https,,firebaseremoteconfig.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,62763,74.125.130.95,443,OUT.bound,https,,maps.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,62763,74.125.130.95,443,OUT.bound,https,,chromewebstore.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,62763,74.125.130.95,443,OUT.bound,https,,passwordsleakcheck-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,62763,74.125.130.95,443,OUT.bound,https,,android-context-data.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,62763,74.125.130.95,443,OUT.bound,https,,mdh-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,62763,74.125.130.95,443,OUT.bound,https,,play.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,56633,172.253.118.132,443,OUT.bound,https,,,LOKAL.c,US,AS15169 google llc,,,,
tcp,103.135.6.222,52158,117.121.250.0,80,OUT.bound,http,established,,INTL.c,AU,AS22822 limelight networks  inc.,,,,
udp,192.168.2.1,55267,142.251.12.95,443,OUT.bound,https,,youtubei.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,
udp,192.168.2.1,55267,142.251.12.95,443,OUT.bound,https,,scone-pa.clients6.google.com,LOKAL.c,US,AS15169 google llc,,,,
udp,192.168.2.1,55267,142.251.12.95,443,OUT.bound,https,,playstoregatewayadapter-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,
udp,192.168.2.1,55267,142.251.12.95,443,OUT.bound,https,,peoplestack-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,
udp,192.168.2.1,55267,142.251.12.95,443,OUT.bound,https,,accountcapabilities-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,
udp,192.168.2.1,55267,142.251.12.95,443,OUT.bound,https,,photosdata-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,
udp,192.168.2.1,55267,142.251.12.95,443,OUT.bound,https,,content-autofill.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,
udp,192.168.2.1,55267,142.251.12.95,443,OUT.bound,https,,firebaseremoteconfig.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,
udp,192.168.2.1,55267,142.251.12.95,443,OUT.bound,https,,maps.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,
udp,192.168.2.1,55267,142.251.12.95,443,OUT.bound,https,,chromewebstore.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,
udp,192.168.2.1,55267,142.251.12.95,443,OUT.bound,https,,passwordsleakcheck-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,
udp,192.168.2.1,55267,142.251.12.95,443,OUT.bound,https,,android-context-data.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,
udp,192.168.2.1,55267,142.251.12.95,443,OUT.bound,https,,mdh-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,
udp,192.168.2.1,55267,142.251.12.95,443,OUT.bound,https,,play.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,
udp,103.135.6.222,49740,142.251.12.100,443,OUT.bound,https,,play.google.com,LOKAL.c,US,AS15169 google llc,,,,
udp,103.135.6.222,49740,142.251.12.100,443,OUT.bound,https,,docs.google.com,LOKAL.c,US,AS15169 google llc,,,,
udp,103.135.6.222,49740,142.251.12.100,443,OUT.bound,https,,clients.l.google.com,LOKAL.c,US,AS15169 google llc,,,,
udp,192.168.2.1,56326,142.251.175.94,443,OUT.bound,https,,id.google.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,192.168.2.1,56326,142.251.175.94,443,OUT.bound,https,,ssl.gstatic.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,192.168.2.1,56326,142.251.175.94,443,OUT.bound,https,,accounts-cctld.l.google.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,192.168.2.1,56326,142.251.175.94,443,OUT.bound,https,,www.gstatic.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,103.135.6.222,61053,157.240.208.60,443,OUT.bound,https,,media-cgk1-1.cdn.whatsapp.net,LOKAL.c,ID,AS32934 facebook  inc.,,,,
udp,103.135.6.222,61053,157.240.208.60,443,OUT.bound,https,,mmx-ds.cdn.whatsapp.net,LOKAL.c,ID,AS32934 facebook  inc.,,,,
tcp,103.135.6.222,61911,74.125.130.83,443,OUT.bound,https,established,mail.google.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,62822,64.233.170.95,443,OUT.bound,https,,youtubei.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,62822,64.233.170.95,443,OUT.bound,https,,signaler-pa.clients6.google.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,62822,64.233.170.95,443,OUT.bound,https,,playstoregatewayadapter-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,62822,64.233.170.95,443,OUT.bound,https,,peoplestack-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,62822,64.233.170.95,443,OUT.bound,https,,accountcapabilities-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,62822,64.233.170.95,443,OUT.bound,https,,photosdata-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,62822,64.233.170.95,443,OUT.bound,https,,content-autofill.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,62822,64.233.170.95,443,OUT.bound,https,,firebaseremoteconfig.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,62822,64.233.170.95,443,OUT.bound,https,,maps.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,62822,64.233.170.95,443,OUT.bound,https,,chromewebstore.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,62822,64.233.170.95,443,OUT.bound,https,,passwordsleakcheck-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,62822,64.233.170.95,443,OUT.bound,https,,android-context-data.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,62822,64.233.170.95,443,OUT.bound,https,,mdh-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,62822,64.233.170.95,443,OUT.bound,https,,play.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,52839,172.217.194.94,443,OUT.bound,https,,,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
tcp,103.135.6.222,60110,142.251.175.156,443,OUT.bound,https,established,,LOKAL.c,US,AS15169 google llc,,,,
udp,103.135.6.222,62177,142.251.175.94,443,OUT.bound,https,,id.google.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,103.135.6.222,62177,142.251.175.94,443,OUT.bound,https,,ssl.gstatic.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,103.135.6.222,62177,142.251.175.94,443,OUT.bound,https,,accounts-cctld.l.google.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,103.135.6.222,62177,142.251.175.94,443,OUT.bound,https,,www.gstatic.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,103.135.6.222,53941,64.233.170.95,443,OUT.bound,https,,youtubei.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,53941,64.233.170.95,443,OUT.bound,https,,signaler-pa.clients6.google.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,53941,64.233.170.95,443,OUT.bound,https,,playstoregatewayadapter-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,53941,64.233.170.95,443,OUT.bound,https,,peoplestack-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,53941,64.233.170.95,443,OUT.bound,https,,accountcapabilities-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,53941,64.233.170.95,443,OUT.bound,https,,photosdata-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,53941,64.233.170.95,443,OUT.bound,https,,content-autofill.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,53941,64.233.170.95,443,OUT.bound,https,,firebaseremoteconfig.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,53941,64.233.170.95,443,OUT.bound,https,,maps.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,53941,64.233.170.95,443,OUT.bound,https,,chromewebstore.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,53941,64.233.170.95,443,OUT.bound,https,,passwordsleakcheck-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,53941,64.233.170.95,443,OUT.bound,https,,android-context-data.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,53941,64.233.170.95,443,OUT.bound,https,,mdh-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,53941,64.233.170.95,443,OUT.bound,https,,play.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,192.168.2.1,34123,122.144.2.205,443,OUT.bound,https,,rr2.sn-h5mpoqvpq-jb3e.gvt1.com,LOKAL.c,ID,AS38320 pt maxindo mitra solusi,,,,
udp,103.135.6.222,55610,64.233.170.95,443,OUT.bound,https,,youtubei.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,55610,64.233.170.95,443,OUT.bound,https,,signaler-pa.clients6.google.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,55610,64.233.170.95,443,OUT.bound,https,,playstoregatewayadapter-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,55610,64.233.170.95,443,OUT.bound,https,,peoplestack-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,55610,64.233.170.95,443,OUT.bound,https,,accountcapabilities-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,55610,64.233.170.95,443,OUT.bound,https,,photosdata-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,55610,64.233.170.95,443,OUT.bound,https,,content-autofill.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,55610,64.233.170.95,443,OUT.bound,https,,firebaseremoteconfig.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,55610,64.233.170.95,443,OUT.bound,https,,maps.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,55610,64.233.170.95,443,OUT.bound,https,,chromewebstore.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,55610,64.233.170.95,443,OUT.bound,https,,passwordsleakcheck-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,55610,64.233.170.95,443,OUT.bound,https,,android-context-data.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,55610,64.233.170.95,443,OUT.bound,https,,mdh-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,55610,64.233.170.95,443,OUT.bound,https,,play.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,60144,142.251.175.113,443,OUT.bound,https,,play-fe.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,
udp,103.135.6.222,60144,142.251.175.113,443,OUT.bound,https,,encrypted-tbn0.gstatic.com,LOKAL.c,US,AS15169 google llc,,,,
udp,103.135.6.222,60144,142.251.175.113,443,OUT.bound,https,,encrypted-tbn2.gstatic.com,LOKAL.c,US,AS15169 google llc,,,,
udp,103.135.6.222,50041,64.233.170.95,443,OUT.bound,https,,youtubei.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,50041,64.233.170.95,443,OUT.bound,https,,signaler-pa.clients6.google.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,50041,64.233.170.95,443,OUT.bound,https,,playstoregatewayadapter-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,50041,64.233.170.95,443,OUT.bound,https,,peoplestack-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,50041,64.233.170.95,443,OUT.bound,https,,accountcapabilities-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,50041,64.233.170.95,443,OUT.bound,https,,photosdata-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,50041,64.233.170.95,443,OUT.bound,https,,content-autofill.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,50041,64.233.170.95,443,OUT.bound,https,,firebaseremoteconfig.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,50041,64.233.170.95,443,OUT.bound,https,,maps.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,50041,64.233.170.95,443,OUT.bound,https,,chromewebstore.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,50041,64.233.170.95,443,OUT.bound,https,,passwordsleakcheck-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,50041,64.233.170.95,443,OUT.bound,https,,android-context-data.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,50041,64.233.170.95,443,OUT.bound,https,,mdh-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,50041,64.233.170.95,443,OUT.bound,https,,play.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,62188,142.251.12.101,443,OUT.bound,https,,play.google.com,LOKAL.c,US,AS15169 google llc,,,,
udp,103.135.6.222,62188,142.251.12.101,443,OUT.bound,https,,docs.google.com,LOKAL.c,US,AS15169 google llc,,,,
udp,103.135.6.222,62188,142.251.12.101,443,OUT.bound,https,,clients.l.google.com,LOKAL.c,US,AS15169 google llc,,,,
udp,103.135.6.222,60821,64.233.170.95,443,OUT.bound,https,,youtubei.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,60821,64.233.170.95,443,OUT.bound,https,,signaler-pa.clients6.google.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,60821,64.233.170.95,443,OUT.bound,https,,playstoregatewayadapter-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,60821,64.233.170.95,443,OUT.bound,https,,peoplestack-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,60821,64.233.170.95,443,OUT.bound,https,,accountcapabilities-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,60821,64.233.170.95,443,OUT.bound,https,,photosdata-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,60821,64.233.170.95,443,OUT.bound,https,,content-autofill.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,60821,64.233.170.95,443,OUT.bound,https,,firebaseremoteconfig.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,60821,64.233.170.95,443,OUT.bound,https,,maps.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,60821,64.233.170.95,443,OUT.bound,https,,chromewebstore.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,60821,64.233.170.95,443,OUT.bound,https,,passwordsleakcheck-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,60821,64.233.170.95,443,OUT.bound,https,,android-context-data.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,60821,64.233.170.95,443,OUT.bound,https,,mdh-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,60821,64.233.170.95,443,OUT.bound,https,,play.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,56290,142.251.175.94,443,OUT.bound,https,,id.google.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,103.135.6.222,56290,142.251.175.94,443,OUT.bound,https,,ssl.gstatic.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,103.135.6.222,56290,142.251.175.94,443,OUT.bound,https,,accounts-cctld.l.google.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,103.135.6.222,56290,142.251.175.94,443,OUT.bound,https,,www.gstatic.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,103.135.6.222,60289,142.251.175.94,443,OUT.bound,https,,id.google.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,103.135.6.222,60289,142.251.175.94,443,OUT.bound,https,,ssl.gstatic.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,103.135.6.222,60289,142.251.175.94,443,OUT.bound,https,,accounts-cctld.l.google.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,103.135.6.222,60289,142.251.175.94,443,OUT.bound,https,,www.gstatic.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,103.135.6.222,55828,157.240.208.60,443,OUT.bound,https,,media-cgk1-1.cdn.whatsapp.net,LOKAL.c,ID,AS32934 facebook  inc.,,,,
udp,103.135.6.222,55828,157.240.208.60,443,OUT.bound,https,,mmx-ds.cdn.whatsapp.net,LOKAL.c,ID,AS32934 facebook  inc.,,,,
udp,103.135.6.222,50453,74.125.24.113,443,OUT.bound,https,,clients.l.google.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,50453,74.125.24.113,443,OUT.bound,https,,encrypted-tbn3.gstatic.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,63007,64.233.170.95,443,OUT.bound,https,,youtubei.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,63007,64.233.170.95,443,OUT.bound,https,,signaler-pa.clients6.google.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,63007,64.233.170.95,443,OUT.bound,https,,playstoregatewayadapter-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,63007,64.233.170.95,443,OUT.bound,https,,peoplestack-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,63007,64.233.170.95,443,OUT.bound,https,,accountcapabilities-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,63007,64.233.170.95,443,OUT.bound,https,,photosdata-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,63007,64.233.170.95,443,OUT.bound,https,,content-autofill.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,63007,64.233.170.95,443,OUT.bound,https,,firebaseremoteconfig.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,63007,64.233.170.95,443,OUT.bound,https,,maps.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,63007,64.233.170.95,443,OUT.bound,https,,chromewebstore.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,63007,64.233.170.95,443,OUT.bound,https,,passwordsleakcheck-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,63007,64.233.170.95,443,OUT.bound,https,,android-context-data.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,63007,64.233.170.95,443,OUT.bound,https,,mdh-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,63007,64.233.170.95,443,OUT.bound,https,,play.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,57180,64.233.170.95,443,OUT.bound,https,,youtubei.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,57180,64.233.170.95,443,OUT.bound,https,,signaler-pa.clients6.google.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,57180,64.233.170.95,443,OUT.bound,https,,playstoregatewayadapter-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,57180,64.233.170.95,443,OUT.bound,https,,peoplestack-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,57180,64.233.170.95,443,OUT.bound,https,,accountcapabilities-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,57180,64.233.170.95,443,OUT.bound,https,,photosdata-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,57180,64.233.170.95,443,OUT.bound,https,,content-autofill.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,57180,64.233.170.95,443,OUT.bound,https,,firebaseremoteconfig.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,57180,64.233.170.95,443,OUT.bound,https,,maps.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,57180,64.233.170.95,443,OUT.bound,https,,chromewebstore.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,57180,64.233.170.95,443,OUT.bound,https,,passwordsleakcheck-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,57180,64.233.170.95,443,OUT.bound,https,,android-context-data.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
